Day,Month,Year,Hour,Minute,Second,AMPM,Red,IR,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,GSR
17,January,2025,10,53,24,AM,671,840,4732,-1264,16148,214,732,98,1904
17,January,2025,10,53,25,AM,675,859,4712,-1216,16128,207,808,100,1907
17,January,2025,10,53,26,AM,678,865,4732,-1252,16228,219,763,94,1904
17,January,2025,10,53,27,AM,677,894,4724,-1216,16196,216,775,91,1874
17,January,2025,10,53,28,AM,659,830,4792,-1348,16232,200,823,80,1895
17,January,2025,10,53,29,AM,665,865,4620,-1292,16216,375,573,69,1890
17,January,2025,10,53,30,AM,663,853,4692,-1056,16184,114,475,182,1871
17,January,2025,10,53,31,AM,668,856,4832,-1280,16096,226,620,75,1920
17,January,2025,10,53,33,AM,667,857,4672,-1336,16208,197,779,101,1947
17,January,2025,10,53,34,AM,655,848,4772,-1332,16244,199,765,93,1931
17,January,2025,10,53,35,AM,675,901,4716,-1308,16256,215,768,91,1952
17,January,2025,10,53,36,AM,645,835,4748,-1236,16128,211,763,99,1920
17,January,2025,10,53,37,AM,653,837,4728,-1232,16172,201,765,93,1917
17,January,2025,10,53,38,AM,679,842,4748,-1216,16220,214,747,83,1959
17,January,2025,10,53,39,AM,687,846,4712,-1240,16256,222,705,99,1897
17,January,2025,10,53,40,AM,685,853,4780,-1292,16228,214,748,96,1936
17,January,2025,10,53,41,AM,673,864,4708,-1320,16224,228,730,108,1924
17,January,2025,10,53,42,AM,668,861,4736,-1244,16204,200,746,90,1919
17,January,2025,10,53,43,AM,656,856,4708,-1240,16224,214,764,85,1930
17,January,2025,10,53,44,AM,676,864,4696,-1232,16264,208,764,109,1919
17,January,2025,10,53,45,AM,670,867,4720,-1208,16204,197,762,105,1867
17,January,2025,10,53,46,AM,679,855,4760,-1236,16204,198,767,71,1926
17,January,2025,10,53,47,AM,698,900,4732,-1260,16192,232,765,92,1919
17,January,2025,10,53,48,AM,664,833,4712,-1212,16208,212,767,90,1918
17,January,2025,10,53,49,AM,632,844,4696,-1208,16240,213,768,103,1918
17,January,2025,10,53,51,AM,663,864,4728,-1252,16152,217,769,101,1839
17,January,2025,10,53,52,AM,671,861,4752,-1312,16216,196,763,109,1894
17,January,2025,10,53,53,AM,670,891,4756,-1248,16152,213,764,97,1872
17,January,2025,10,53,54,AM,663,896,4716,-1196,16208,228,765,97,1676
17,January,2025,10,53,55,AM,628,837,4712,-1272,16244,215,771,90,2001
17,January,2025,10,53,56,AM,673,843,4724,-1252,16208,201,761,98,1934
17,January,2025,10,53,57,AM,668,862,4720,-1300,16212,220,778,112,1921
17,January,2025,10,53,58,AM,637,841,4716,-1256,16176,204,774,100,1984
17,January,2025,10,53,59,AM,668,863,4712,-1328,16256,208,774,81,2079
17,January,2025,10,54,00,AM,665,881,4712,-1284,16208,203,774,104,1959
17,January,2025,10,54,01,AM,673,884,4724,-1260,16212,216,762,97,2007
17,January,2025,10,54,02,AM,655,838,4752,-1248,16160,220,774,78,1860
17,January,2025,10,54,03,AM,641,853,4720,-1300,16264,201,745,87,1857
17,January,2025,10,54,04,AM,691,850,4744,-1280,16188,204,760,87,1709
17,January,2025,10,54,05,AM,663,860,4732,-1272,16212,210,778,93,1648
17,January,2025,10,54,06,AM,663,850,4756,-1280,16220,211,789,85,1776
17,January,2025,10,54,08,AM,668,892,4804,-1280,16244,194,787,79,1565
17,January,2025,10,54,09,AM,678,854,4768,-1232,16228,210,752,78,1533
17,January,2025,10,54,10,AM,645,779,4708,-1204,16204,211,762,77,1648
17,January,2025,10,54,11,AM,675,837,4728,-1236,16200,209,761,96,1622
17,January,2025,10,54,12,AM,668,867,4700,-1292,16224,206,764,108,1613
17,January,2025,10,54,13,AM,660,850,4784,-1348,16236,200,765,81,1625
17,January,2025,10,54,14,AM,642,857,4792,-1236,16200,236,767,107,2000
17,January,2025,10,54,15,AM,629,848,4756,-1288,16112,209,777,97,2001
17,January,2025,10,54,16,AM,659,869,4708,-1224,16212,230,744,81,2014
17,January,2025,10,54,17,AM,653,844,4740,-1264,16244,223,753,76,1921
17,January,2025,10,54,18,AM,689,857,4736,-1224,16252,215,806,77,1983
17,January,2025,10,54,19,AM,662,871,4672,-1248,16192,201,771,82,1946
17,January,2025,10,54,20,AM,681,857,4732,-1256,16152,222,782,114,1925
17,January,2025,10,54,21,AM,661,859,4720,-1232,16200,197,708,98,1883
17,January,2025,10,54,22,AM,672,860,4800,-1240,16216,215,769,96,1901
17,January,2025,10,54,23,AM,643,843,4676,-1200,16184,210,777,125,1883
17,January,2025,10,54,25,AM,656,831,4704,-1216,16176,204,782,98,1878
17,January,2025,10,54,26,AM,693,852,4692,-1180,16240,200,731,74,1879
17,January,2025,10,54,27,AM,659,846,4756,-1276,16152,197,700,111,1955
17,January,2025,10,54,28,AM,682,859,4748,-1292,16188,197,802,109,1888
17,January,2025,10,54,29,AM,691,913,4716,-1280,16128,199,732,79,1869
17,January,2025,10,54,30,AM,663,855,4792,-1252,16252,210,765,95,1808
17,January,2025,10,54,31,AM,673,855,4660,-1248,16232,191,734,120,1838
17,January,2025,10,54,32,AM,669,847,4708,-1256,16224,206,781,80,1869
17,January,2025,10,54,33,AM,670,841,4784,-1228,16204,212,752,79,1867
17,January,2025,10,54,34,AM,657,871,4700,-1292,16260,220,772,98,1890
17,January,2025,10,54,35,AM,675,855,4724,-1264,16152,208,760,93,1840
17,January,2025,10,54,36,AM,672,873,4736,-1220,16248,214,783,94,1803
17,January,2025,10,54,37,AM,665,909,4712,-1264,16224,214,755,91,1827
17,January,2025,10,54,38,AM,648,849,4756,-1276,16256,201,772,88,1834
17,January,2025,10,54,39,AM,642,857,4724,-1256,16228,199,816,103,1872
17,January,2025,10,54,40,AM,677,843,4764,-1268,16204,206,757,101,1934
17,January,2025,10,54,42,AM,655,850,4684,-1296,16232,211,761,121,1936
17,January,2025,10,54,43,AM,638,859,4700,-1320,16188,204,765,86,1962
17,January,2025,10,54,44,AM,687,856,4772,-1288,16272,230,766,77,2018
17,January,2025,10,54,45,AM,681,856,4712,-1320,16212,211,738,98,1998
17,January,2025,10,54,46,AM,668,862,4660,-1340,16172,226,744,92,1974
17,January,2025,10,54,47,AM,669,902,4672,-1032,16036,201,825,181,1956
17,January,2025,10,54,48,AM,671,861,4744,-1228,16108,200,798,65,1934
17,January,2025,10,54,49,AM,665,797,4748,-1244,16240,226,771,94,1936
17,January,2025,10,54,50,AM,656,825,4780,-1232,16252,203,762,112,1907
17,January,2025,10,54,51,AM,643,861,4692,-1280,16212,201,752,97,1947
17,January,2025,10,54,52,AM,661,867,4736,-1248,16224,205,745,91,1926
17,January,2025,10,54,53,AM,667,871,4760,-1312,16212,187,757,68,1935
17,January,2025,10,54,54,AM,642,864,4748,-1264,16200,215,773,98,1919
17,January,2025,10,54,55,AM,659,871,4704,-1216,16212,209,752,100,1918
17,January,2025,10,54,56,AM,652,843,4748,-1236,16208,215,754,92,1921
17,January,2025,10,54,57,AM,672,802,4724,-1196,16088,202,776,85,1913
17,January,2025,10,54,59,AM,669,847,4680,-1300,16240,209,790,88,1899
17,January,2025,10,55,00,AM,653,851,4728,-1252,16204,211,752,89,1842
17,January,2025,10,55,01,AM,647,866,4776,-1340,16304,223,734,54,1883
17,January,2025,10,55,02,AM,672,845,4724,-1324,16188,206,749,94,1904
17,January,2025,10,55,03,AM,671,846,4804,-1224,16240,218,771,102,1841
17,January,2025,10,55,04,AM,671,864,4712,-1224,16172,189,768,106,1943
17,January,2025,10,55,05,AM,684,900,4720,-1192,16204,223,775,74,1932
17,January,2025,10,55,06,AM,673,879,4704,-1220,16216,203,758,109,1772
17,January,2025,10,55,07,AM,659,861,4780,-1248,16232,212,763,71,1883
17,January,2025,10,55,08,AM,645,785,4768,-1264,16260,227,780,70,1840
17,January,2025,10,55,09,AM,668,829,4756,-1176,16272,210,767,91,1872
17,January,2025,10,55,10,AM,658,854,4776,-1188,16232,223,766,90,1873
17,January,2025,10,55,11,AM,649,859,4740,-1236,16220,220,761,83,1928
17,January,2025,10,55,12,AM,677,872,4748,-1300,16204,225,728,93,1870
17,January,2025,10,55,13,AM,690,854,4776,-1312,16188,216,787,77,1903
17,January,2025,10,55,15,AM,678,891,4752,-1228,16184,228,764,78,1898
17,January,2025,10,55,16,AM,651,847,4668,-1252,16224,210,752,99,1803
17,January,2025,10,55,17,AM,644,839,4788,-1292,16204,212,751,71,1872
17,January,2025,10,55,18,AM,636,861,4732,-1208,16248,217,753,87,1924
17,January,2025,10,55,19,AM,677,852,4740,-1268,16196,199,771,83,1880
17,January,2025,10,55,20,AM,689,842,4704,-1228,16176,227,756,88,1904
17,January,2025,10,55,21,AM,658,874,4740,-1216,16220,204,759,88,1891
17,January,2025,10,55,22,AM,681,870,4736,-1244,16192,207,767,82,1879
17,January,2025,10,55,23,AM,690,855,4720,-1252,16192,212,768,73,1897
17,January,2025,10,55,24,AM,679,872,4740,-1216,16196,219,764,97,1971
17,January,2025,10,55,25,AM,654,823,4748,-1196,16176,206,773,79,1867
17,January,2025,10,55,26,AM,656,827,4744,-1252,16168,219,784,107,1913
17,January,2025,10,55,27,AM,627,862,4740,-1300,16240,204,756,93,1903
17,January,2025,10,55,28,AM,661,857,4832,-1256,16200,211,764,82,1810
17,January,2025,10,55,29,AM,630,857,4716,-1244,16124,231,783,87,1886
17,January,2025,10,55,30,AM,683,851,4744,-1220,16228,219,742,85,1873
17,January,2025,10,55,32,AM,671,873,4704,-1236,16260,217,797,85,1899
17,January,2025,10,55,33,AM,674,822,4684,-1216,16136,188,778,84,1888
17,January,2025,10,55,34,AM,672,855,4844,-1240,16124,200,761,100,1803
17,January,2025,10,55,35,AM,665,827,4824,-1300,16244,239,752,61,1842
17,January,2025,10,55,36,AM,685,853,4688,-1256,16276,201,729,93,1886
17,January,2025,10,55,37,AM,682,862,4548,-1284,16356,161,1060,99,1872
17,January,2025,10,55,38,AM,686,910,4564,-1124,15768,208,805,126,1885
17,January,2025,10,55,39,AM,657,859,4700,-1192,16032,232,755,105,1850
17,January,2025,10,55,40,AM,668,818,4736,-1292,16208,221,776,106,1866
17,January,2025,10,55,41,AM,657,849,4752,-1332,16200,225,781,84,1854
17,January,2025,10,55,42,AM,670,857,4712,-1208,16228,214,735,104,1901
17,January,2025,10,55,43,AM,654,874,4668,-1220,16096,202,792,104,1894
17,January,2025,10,55,44,AM,674,852,4616,-1140,15684,181,834,77,1885
17,January,2025,10,55,45,AM,659,893,4736,-1260,16176,207,778,112,1909
17,January,2025,10,55,46,AM,682,866,4620,-1184,16172,320,842,121,1885
17,January,2025,10,55,47,AM,662,840,4796,-1280,16268,198,801,90,1919
17,January,2025,10,55,48,AM,683,876,4780,-1240,16164,216,761,81,1710
17,January,2025,10,55,50,AM,614,864,4712,-1224,16172,224,740,93,2017
17,January,2025,10,55,51,AM,649,838,4744,-1272,16236,230,752,74,1838
17,January,2025,10,55,52,AM,651,874,4736,-1248,16232,196,761,107,1917
17,January,2025,10,55,53,AM,693,854,4712,-1260,16216,210,754,86,1918
17,January,2025,10,55,54,AM,673,892,4680,-1288,16180,211,764,102,1897
17,January,2025,10,55,55,AM,672,866,4712,-1244,16196,205,771,117,1874
17,January,2025,10,55,56,AM,682,872,4716,-1240,16180,215,767,109,1795
17,January,2025,10,55,57,AM,642,850,4688,-1252,16200,205,756,85,1854
17,January,2025,10,55,58,AM,651,859,4712,-1232,16220,233,765,90,1837
17,January,2025,10,55,59,AM,682,843,4744,-1228,16132,197,752,99,1865
17,January,2025,10,56,00,AM,677,871,4776,-1204,16232,213,754,93,1840
17,January,2025,10,56,01,AM,679,915,4712,-1296,16228,205,749,69,1872
17,January,2025,10,56,02,AM,637,834,4776,-1284,16284,209,761,94,1926
17,January,2025,10,56,03,AM,658,848,4760,-1236,16172,212,788,81,1846
17,January,2025,10,56,04,AM,673,837,4816,-1224,16260,200,762,84,1873
17,January,2025,10,56,05,AM,660,858,4788,-1308,16220,219,752,100,1871
17,January,2025,10,56,07,AM,657,859,4748,-1248,16264,204,767,101,1841
17,January,2025,10,56,08,AM,683,843,4680,-1280,16176,189,747,84,1871
17,January,2025,10,56,09,AM,681,893,4752,-1224,16192,181,763,105,1865
17,January,2025,10,56,10,AM,651,874,4744,-1308,16200,210,774,99,1846
17,January,2025,10,56,11,AM,658,861,4684,-1248,16232,199,766,72,1851
17,January,2025,10,56,12,AM,631,840,4716,-1184,16192,218,790,103,1849
17,January,2025,10,56,13,AM,645,867,4732,-1236,16204,215,772,72,1861
17,January,2025,10,56,14,AM,662,828,4748,-1256,16196,200,782,92,1888
17,January,2025,10,56,15,AM,674,841,4736,-1296,16240,236,773,88,1804
17,January,2025,10,56,16,AM,649,867,4704,-1256,16220,210,763,91,1809
17,January,2025,10,56,17,AM,671,866,4744,-1268,16228,201,754,103,1785
17,January,2025,10,56,18,AM,644,831,4720,-1300,16160,226,780,107,1810
17,January,2025,10,56,19,AM,647,786,4740,-1268,16160,208,772,98,1802
17,January,2025,10,56,20,AM,680,839,4692,-1212,16220,160,752,85,1905
17,January,2025,10,56,21,AM,638,846,4752,-1416,16160,254,824,63,1856
17,January,2025,10,56,23,AM,646,867,4716,-1216,16168,190,801,111,1854
17,January,2025,10,56,24,AM,679,867,4688,-1236,16192,253,771,78,1811
17,January,2025,10,56,25,AM,623,790,-2444,-540,16708,196,394,107,1799
17,January,2025,10,56,26,AM,43176,80932,4156,-2424,16072,878,-72,-95,1767
17,January,2025,10,56,27,AM,39985,74080,4360,-2248,16244,206,366,107,1738
17,January,2025,10,56,28,AM,41196,78213,4276,-2264,16244,228,801,85,1809
17,January,2025,10,56,29,AM,41488,80002,4616,-1820,16180,290,733,90,1903
17,January,2025,10,56,30,AM,41699,80924,4636,-1864,16164,207,931,135,1954
17,January,2025,10,56,31,AM,42024,81216,4804,-1840,16180,232,819,106,1984
17,January,2025,10,56,32,AM,41920,81134,4776,-1716,16152,219,792,97,2011
17,January,2025,10,56,33,AM,41617,79933,4768,-1744,16140,245,756,90,1975
17,January,2025,10,56,34,AM,40337,76008,5160,-1504,16196,222,744,6,1968
17,January,2025,10,56,35,AM,25365,44352,4824,-1284,16288,343,208,-591,1988
17,January,2025,10,56,36,AM,39319,64560,4708,-2436,16592,-778,958,417,1840
17,January,2025,10,56,37,AM,44816,84042,4512,-2148,16192,215,783,79,1840
17,January,2025,10,56,39,AM,31652,50975,4508,-1100,16028,1887,3817,-85,1866
17,January,2025,10,56,40,AM,23671,21718,4148,-1176,16348,5809,2494,212,1776
17,January,2025,10,56,41,AM,2196,6352,4024,-528,16384,391,930,-43,1819
17,January,2025,10,56,42,AM,2117,6167,4092,-524,16392,232,882,97,1823
17,January,2025,10,56,43,AM,686,860,4220,-1024,16404,125,760,96,1858
17,January,2025,10,56,44,AM,700,867,4224,-1068,16384,137,830,109,1850
17,January,2025,10,56,45,AM,1803,2959,4236,-1076,16216,-247,765,215,1879
17,January,2025,10,56,46,AM,1918,3135,4316,-1252,16268,185,751,77,1843
17,January,2025,10,56,47,AM,695,893,4276,-1268,16288,199,750,94,1789
17,January,2025,10,56,48,AM,725,1007,4368,-1348,16292,199,755,115,1827
17,January,2025,10,56,49,AM,2086,3524,4416,-1236,16332,195,837,91,1790
17,January,2025,10,56,50,AM,695,837,4364,-1232,16128,95,743,128,1872
17,January,2025,10,56,51,AM,695,885,4116,-1148,16192,203,787,116,1897
17,January,2025,10,56,52,AM,687,830,4296,-1256,16316,201,768,114,1884
17,January,2025,10,56,53,AM,711,876,4288,-1208,16316,458,777,70,1983
17,January,2025,10,56,54,AM,659,832,4280,-1240,16296,185,827,101,1973
17,January,2025,10,56,56,AM,641,809,4268,-1184,16320,228,735,95,1991
17,January,2025,10,56,57,AM,639,836,4328,-1220,16292,186,763,98,1994
17,January,2025,10,56,58,AM,685,835,4304,-1232,16312,219,752,111,1920
17,January,2025,10,56,59,AM,659,822,4284,-1260,16312,209,761,77,1925
17,January,2025,10,57,00,AM,665,824,4300,-1296,16276,213,757,92,1942
17,January,2025,10,57,01,AM,690,845,4316,-1328,16344,197,767,82,1975
17,January,2025,10,57,02,AM,656,823,4312,-1240,16340,214,755,72,1988
17,January,2025,10,57,03,AM,667,866,4380,-1236,16296,223,759,96,2000
17,January,2025,10,57,04,AM,666,805,4316,-1292,16348,201,753,100,1989
17,January,2025,10,57,05,AM,679,831,4284,-1360,16292,202,766,71,1968
17,January,2025,10,57,06,AM,663,837,4304,-1332,16316,214,769,100,1757
17,January,2025,10,57,07,AM,678,856,4320,-1340,16308,181,752,103,1671
17,January,2025,10,57,08,AM,670,849,4316,-1336,16368,209,774,76,1744
17,January,2025,10,57,09,AM,657,825,4332,-1300,16308,207,759,81,1685
17,January,2025,10,57,10,AM,662,841,4304,-1312,16284,208,737,110,1842
17,January,2025,10,57,12,AM,668,799,4256,-1292,16332,193,764,98,1910
17,January,2025,10,57,13,AM,646,828,4324,-1264,16308,214,764,111,1904
17,January,2025,10,57,14,AM,659,859,4256,-1312,16344,230,746,74,1944
17,January,2025,10,57,15,AM,701,821,4352,-1348,16392,355,762,61,1837
17,January,2025,10,57,16,AM,670,834,4340,-1312,16524,203,811,81,1825
17,January,2025,10,57,17,AM,662,841,4336,-1320,16332,212,737,87,1798
17,January,2025,10,57,18,AM,682,854,4308,-1292,16328,186,757,117,1817
17,January,2025,10,57,19,AM,663,833,4332,-1252,16336,228,733,86,1649
17,January,2025,10,57,20,AM,670,828,4268,-1348,16340,227,766,110,1797
17,January,2025,10,57,21,AM,678,807,4308,-1292,16264,196,748,107,1661
17,January,2025,10,57,22,AM,687,821,4284,-1272,16304,203,755,87,1779
17,January,2025,10,57,23,AM,669,823,4300,-1292,16352,225,766,103,1761
17,January,2025,10,57,24,AM,682,840,4324,-1340,16336,207,749,99,1711
17,January,2025,10,57,25,AM,681,823,4340,-1264,16304,193,739,104,1652
17,January,2025,10,57,26,AM,657,836,4336,-1304,16288,196,754,103,1637
17,January,2025,10,57,27,AM,661,853,4272,-1304,16376,210,783,79,1648
17,January,2025,10,57,28,AM,670,846,4320,-1316,16296,209,743,89,1791
17,January,2025,10,57,30,AM,671,860,4272,-1388,16356,169,801,86,1719
17,January,2025,10,57,31,AM,641,841,4284,-1280,16340,349,761,73,1765
17,January,2025,10,57,32,AM,689,850,4256,-1428,16340,201,784,100,1759
17,January,2025,10,57,33,AM,653,814,4388,-1220,16228,201,908,82,1715
17,January,2025,10,57,34,AM,685,809,4224,-1284,16272,73,795,296,1720
17,January,2025,10,57,35,AM,661,817,4280,-1288,16252,163,893,217,1717
17,January,2025,10,57,36,AM,684,826,4328,-1324,16284,138,755,135,1726
17,January,2025,10,57,37,AM,673,831,4328,-1304,16268,19,736,494,1681
17,January,2025,10,57,38,AM,669,830,4408,-1312,16392,205,766,157,1730
17,January,2025,10,57,39,AM,688,842,4396,-1436,16332,196,754,65,1717
17,January,2025,10,57,40,AM,675,825,4280,-1324,16332,214,775,73,1723
17,January,2025,10,57,41,AM,667,861,4304,-1336,16372,182,743,106,1731
17,January,2025,10,57,42,AM,672,837,4276,-1336,16348,221,718,148,1718
17,January,2025,10,57,43,AM,668,826,4340,-1360,16276,225,729,99,1727
17,January,2025,10,57,44,AM,657,833,4344,-1332,16372,210,704,111,1685
17,January,2025,10,57,45,AM,713,819,4332,-1356,16216,228,773,99,1654
17,January,2025,10,57,47,AM,682,816,4348,-1448,16288,217,789,61,1661
17,January,2025,10,57,48,AM,699,887,4268,-1408,16296,188,798,-67,1615
17,January,2025,10,57,49,AM,675,840,4304,-1384,16376,237,677,58,1638
17,January,2025,10,57,50,AM,658,803,4336,-1364,16300,200,773,89,1638
17,January,2025,10,57,51,AM,676,791,4304,-1416,16348,206,750,106,1646
17,January,2025,10,57,52,AM,638,837,4324,-1364,16304,205,749,60,1626
17,January,2025,10,57,53,AM,648,810,4240,-1400,16304,215,770,125,1626
17,January,2025,10,57,54,AM,696,832,4356,-1372,16360,212,755,113,1582
17,January,2025,10,57,55,AM,671,822,4240,-1408,16272,245,695,92,1623
17,January,2025,10,57,56,AM,667,846,4280,-1396,16408,228,782,92,1554
17,January,2025,10,57,57,AM,681,838,4372,-1348,16356,211,729,76,1628
17,January,2025,10,57,58,AM,686,817,4344,-1460,16288,162,706,117,1687
17,January,2025,10,57,59,AM,683,821,4328,-1388,16300,216,807,54,1633
17,January,2025,10,58,00,AM,665,820,4256,-1316,16340,172,748,150,1648
17,January,2025,10,58,01,AM,664,836,4312,-1356,16316,248,783,88,1658
17,January,2025,10,58,02,AM,661,861,4380,-1396,16352,129,784,90,1626
17,January,2025,10,58,04,AM,672,859,4280,-1428,16268,205,775,96,1608
17,January,2025,10,58,05,AM,660,814,4356,-1332,16240,223,786,99,1669
17,January,2025,10,58,06,AM,662,783,4260,-1328,16244,207,765,106,1535
17,January,2025,10,58,07,AM,668,839,4348,-1364,16296,229,771,111,1535
17,January,2025,10,58,08,AM,682,811,4312,-1364,16276,209,759,86,1535
17,January,2025,10,58,09,AM,674,835,4324,-1388,16356,201,755,71,1600
17,January,2025,10,58,10,AM,657,828,4364,-1404,16316,220,793,100,1611
17,January,2025,10,58,11,AM,663,836,4296,-1360,16324,247,770,58,1646
17,January,2025,10,58,12,AM,706,833,4328,-1436,16336,227,783,89,1602
17,January,2025,10,58,13,AM,676,854,4332,-1472,16360,343,726,61,1605
17,January,2025,10,58,14,AM,650,845,4304,-1428,16352,377,706,44,1575
17,January,2025,10,58,15,AM,672,843,4300,-1460,16344,209,790,78,1555
17,January,2025,10,58,16,AM,673,802,4312,-1412,16300,213,740,96,1556
17,January,2025,10,58,17,AM,669,841,4276,-1416,16224,210,865,75,1607
17,January,2025,10,58,18,AM,668,834,4236,-1408,16312,213,764,105,1459
17,January,2025,10,58,19,AM,660,823,4292,-1384,16300,203,787,90,1451
17,January,2025,10,58,21,AM,644,839,4272,-1396,16372,195,780,86,1698
17,January,2025,10,58,22,AM,681,825,4256,-1380,16324,201,766,100,1664
17,January,2025,10,58,23,AM,664,868,4240,-1428,16344,213,744,93,1677
17,January,2025,10,58,24,AM,675,886,4252,-1380,16284,230,759,88,1631
17,January,2025,10,58,25,AM,678,860,4284,-1344,16344,202,763,93,1535
17,January,2025,10,58,26,AM,647,821,4312,-1364,16256,210,722,94,1563
17,January,2025,10,58,27,AM,679,818,4280,-1412,16372,230,773,110,1518
17,January,2025,10,58,28,AM,652,828,4252,-1384,16332,203,761,97,1535
17,January,2025,10,58,29,AM,675,837,4208,-1412,16376,201,764,106,1572
17,January,2025,10,58,30,AM,647,812,4276,-1448,16380,233,679,98,1584
17,January,2025,10,58,31,AM,690,851,4532,-1452,15808,394,679,-76,1578
17,January,2025,10,58,32,AM,681,834,4260,-1384,16360,231,1122,66,1535
17,January,2025,10,58,33,AM,682,801,4168,-1444,16376,133,834,82,1494
17,January,2025,10,58,34,AM,681,879,4292,-1364,16424,229,669,71,1492
17,January,2025,10,58,35,AM,669,834,4208,-1384,16312,211,737,119,1519
17,January,2025,10,58,36,AM,665,837,4244,-1440,16320,191,789,80,1498
17,January,2025,10,58,38,AM,681,853,4212,-1420,16420,195,782,85,1535
17,January,2025,10,58,39,AM,672,820,4232,-1368,16332,201,722,89,1637
17,January,2025,10,58,40,AM,678,794,4176,-1420,16368,211,750,74,1679
17,January,2025,10,58,41,AM,681,830,4192,-1344,16344,213,780,99,1681
17,January,2025,10,58,42,AM,667,820,4280,-1312,16288,247,621,85,1664
17,January,2025,10,58,43,AM,666,813,4152,-1404,16392,198,816,73,1670
17,January,2025,10,58,44,AM,679,826,4220,-1436,16352,230,719,70,1689
17,January,2025,10,58,45,AM,678,834,4276,-1412,16316,209,793,77,1679
17,January,2025,10,58,46,AM,701,837,4076,-1352,16452,211,758,128,1653
17,January,2025,10,58,47,AM,691,839,4256,-1452,16392,207,805,84,1712
17,January,2025,10,58,48,AM,728,850,4204,-1484,16440,205,824,87,1701
17,January,2025,10,58,49,AM,719,844,4216,-1456,16340,230,921,69,1703
17,January,2025,10,58,50,AM,710,846,4184,-1380,16304,219,730,98,1703
17,January,2025,10,58,51,AM,734,827,4176,-1368,16312,201,767,91,1689
17,January,2025,10,58,52,AM,706,835,4144,-1396,16364,212,777,100,1667
17,January,2025,10,58,53,AM,721,847,4192,-1464,16384,208,718,89,1566
17,January,2025,10,58,55,AM,691,831,4180,-1380,16360,220,813,80,1653
17,January,2025,10,58,56,AM,734,845,4188,-1332,16364,206,763,91,1609
17,January,2025,10,58,57,AM,724,839,4176,-1452,16408,194,749,83,1596
17,January,2025,10,58,58,AM,700,842,4188,-1424,16376,193,762,99,1535
17,January,2025,10,58,59,AM,723,844,4136,-1428,16328,190,747,108,1661
17,January,2025,10,59,00,AM,699,830,4128,-1488,16304,219,767,92,1671
17,January,2025,10,59,01,AM,730,838,4212,-1472,16348,211,743,85,1680
17,January,2025,10,59,02,AM,698,841,4220,-1440,16400,193,770,78,1673
17,January,2025,10,59,03,AM,711,846,4236,-1440,16376,205,746,98,1683
17,January,2025,10,59,04,AM,732,830,4136,-1400,16280,213,811,95,1610
17,January,2025,10,59,05,AM,693,833,4176,-1384,16384,203,705,103,1712
17,January,2025,10,59,06,AM,710,846,4196,-1384,16292,207,764,106,1671
17,January,2025,10,59,07,AM,699,824,4184,-1400,16356,220,760,89,1680
17,January,2025,10,59,08,AM,693,856,4196,-1456,16344,200,789,95,1681
17,January,2025,10,59,09,AM,703,832,4152,-1408,16452,232,603,92,1643
17,January,2025,10,59,10,AM,697,835,4176,-1440,16388,203,739,79,1714
17,January,2025,10,59,12,AM,712,859,4168,-1452,16392,233,750,97,1702
17,January,2025,10,59,13,AM,710,840,4180,-1408,16332,219,762,85,1691
17,January,2025,10,59,14,AM,694,855,4168,-1416,16312,211,751,93,1811
17,January,2025,10,59,15,AM,714,838,4132,-1408,16344,228,794,79,1693
17,January,2025,10,59,16,AM,700,836,4180,-1384,16260,207,783,83,1600
17,January,2025,10,59,17,AM,685,848,4140,-1416,16356,212,761,82,1704
17,January,2025,10,59,18,AM,707,837,4228,-1428,16312,211,740,96,1690
17,January,2025,10,59,19,AM,700,851,4176,-1384,16324,206,769,99,1691
17,January,2025,10,59,20,AM,703,839,4184,-1436,16332,210,786,81,1752
17,January,2025,10,59,21,AM,708,839,4188,-1416,16348,201,772,106,1687
17,January,2025,10,59,22,AM,716,848,4144,-1476,16476,248,742,66,1723
17,January,2025,10,59,23,AM,686,844,4148,-1420,16308,196,756,76,1749
17,January,2025,10,59,24,AM,696,848,4224,-1432,16416,206,762,86,1670
17,January,2025,10,59,25,AM,683,838,4128,-1400,16376,221,779,88,1710
17,January,2025,10,59,26,AM,684,858,4224,-1388,16384,217,777,111,1685
17,January,2025,10,59,27,AM,716,854,4160,-1424,16332,210,765,75,1617
17,January,2025,10,59,29,AM,702,844,4084,-1452,16360,198,759,84,1604
17,January,2025,10,59,30,AM,720,838,4128,-1416,16328,215,760,83,1584
17,January,2025,10,59,31,AM,685,830,4204,-1464,16408,183,756,104,1691
17,January,2025,10,59,32,AM,714,834,4252,-1444,16388,213,771,101,1615
17,January,2025,10,59,33,AM,706,845,4132,-1416,16304,199,777,88,1613
17,January,2025,10,59,34,AM,724,830,4144,-1380,16356,203,776,106,1531
17,January,2025,10,59,35,AM,714,841,4228,-1472,16372,212,796,64,1501
17,January,2025,10,59,36,AM,670,846,4220,-1372,16344,207,751,116,1469
17,January,2025,10,59,37,AM,693,837,4232,-1488,16336,217,748,92,1457
17,January,2025,10,59,38,AM,671,843,4156,-1468,16348,229,748,96,1475
17,January,2025,10,59,39,AM,708,845,4220,-1412,16340,199,773,79,1507
17,January,2025,10,59,40,AM,685,860,4152,-1392,16316,203,782,83,1535
