Day,Month,Year,Hour,Minute,Second,AMPM,Red,IR,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,GSR
17,January,2025,10,20,13,AM,659,851,4292,-1148,16300,209,775,95,2479
17,January,2025,10,20,14,AM,687,869,4248,-1180,16344,200,777,102,2554
17,January,2025,10,20,15,AM,685,850,4300,-1132,16376,212,796,96,2551
17,January,2025,10,20,16,AM,662,815,4272,-1116,16340,204,764,68,2533
17,January,2025,10,20,17,AM,653,866,4284,-1152,16328,214,771,63,2544
17,January,2025,10,20,18,AM,699,864,4224,-1132,16304,208,780,96,2545
17,January,2025,10,20,19,AM,675,866,4240,-1172,16332,202,746,97,2586
17,January,2025,10,20,20,AM,651,849,4264,-1144,16376,224,739,102,2593
17,January,2025,10,20,21,AM,676,869,4300,-1144,16400,194,764,85,2544
17,January,2025,10,20,22,AM,687,872,4264,-1116,16368,214,766,84,2537
17,January,2025,10,20,23,AM,644,850,4220,-1100,16332,207,740,89,2551
17,January,2025,10,20,24,AM,647,873,4256,-1252,16404,207,793,93,2549
17,January,2025,10,20,25,AM,677,866,4236,-1148,16368,218,742,84,2533
17,January,2025,10,20,27,AM,666,858,4296,-1120,16352,211,767,76,2519
17,January,2025,10,20,28,AM,676,882,4252,-1164,16348,201,774,78,2559
17,January,2025,10,20,29,AM,669,869,4300,-1204,16344,209,758,103,2581
17,January,2025,10,20,30,AM,653,825,4332,-1176,16336,220,794,99,2549
17,January,2025,10,20,31,AM,649,865,4264,-1188,16332,184,777,83,2544
17,January,2025,10,20,32,AM,682,873,4312,-1168,16320,219,801,100,2579
17,January,2025,10,20,33,AM,694,915,4292,-1180,16332,193,750,86,2538
17,January,2025,10,20,34,AM,663,855,4236,-1156,16364,193,770,100,2559
17,January,2025,10,20,35,AM,643,872,4272,-1128,16272,189,777,104,2559
17,January,2025,10,20,36,AM,661,868,4352,-1208,16348,204,734,127,2558
17,January,2025,10,20,37,AM,686,875,4320,-1152,16332,210,769,99,2559
17,January,2025,10,20,38,AM,703,917,4276,-1140,16308,198,744,82,2554
17,January,2025,10,20,39,AM,627,838,4312,-1092,16308,193,784,78,2531
17,January,2025,10,20,40,AM,641,870,4280,-1172,16308,225,746,95,2540
17,January,2025,10,20,41,AM,656,847,4324,-1188,16392,223,772,88,2545
17,January,2025,10,20,42,AM,670,859,4300,-1168,16356,199,779,105,2419
17,January,2025,10,20,44,AM,644,911,4316,-1168,16440,217,766,89,2559
17,January,2025,10,20,45,AM,685,864,4252,-1148,16344,190,788,94,2505
17,January,2025,10,20,46,AM,676,876,4292,-1140,16324,199,763,87,2541
17,January,2025,10,20,47,AM,650,936,4248,-1144,16356,212,780,71,2559
17,January,2025,10,20,48,AM,664,868,4312,-1168,16368,217,772,81,2559
17,January,2025,10,20,49,AM,678,863,4272,-1152,16320,206,751,90,2549
17,January,2025,10,20,50,AM,676,888,4308,-1208,16260,193,787,94,2610
17,January,2025,10,20,51,AM,649,851,4276,-1156,16280,196,778,103,2547
17,January,2025,10,20,52,AM,644,837,4320,-1160,16308,201,759,98,2548
17,January,2025,10,20,53,AM,690,855,4332,-1076,16336,210,786,100,2506
17,January,2025,10,20,54,AM,661,846,4232,-1140,16292,210,761,86,2533
17,January,2025,10,20,56,AM,669,864,4244,-1180,16288,206,759,105,2548
17,January,2025,10,20,57,AM,690,857,4320,-1148,16360,212,774,87,2538
17,January,2025,10,20,58,AM,666,859,4240,-1200,16328,201,753,72,2538
17,January,2025,10,20,59,AM,675,918,4272,-1152,16344,194,780,91,2555
17,January,2025,10,21,00,AM,635,862,4312,-1080,16368,217,773,105,2545
17,January,2025,10,21,01,AM,643,855,4280,-1132,16300,232,789,86,2544
17,January,2025,10,21,02,AM,692,869,4308,-1164,16336,206,750,102,2544
17,January,2025,10,21,03,AM,681,859,4300,-1184,16260,214,749,103,2533
17,January,2025,10,21,04,AM,677,886,4236,-1116,16392,197,753,112,2448
17,January,2025,10,21,05,AM,665,856,4252,-1128,16332,211,781,76,2539
17,January,2025,10,21,06,AM,673,860,4336,-1160,16344,217,774,101,2544
17,January,2025,10,21,07,AM,679,863,4268,-1240,16324,216,777,101,2550
17,January,2025,10,21,08,AM,693,906,4236,-1128,16420,210,764,75,2672
17,January,2025,10,21,09,AM,674,890,4284,-1184,16352,220,784,84,2542
17,January,2025,10,21,10,AM,682,874,4348,-1184,16404,201,771,78,2538
17,January,2025,10,21,12,AM,662,856,4308,-1152,16360,204,762,81,2454
17,January,2025,10,21,13,AM,660,902,4304,-1176,16348,214,762,82,2559
17,January,2025,10,21,14,AM,698,879,4248,-1128,16312,215,769,103,2518
17,January,2025,10,21,15,AM,654,859,4344,-1192,16364,219,759,95,2528
17,January,2025,10,21,16,AM,665,869,4252,-1088,16288,218,783,100,2403
17,January,2025,10,21,17,AM,691,836,4276,-1116,16332,203,758,91,2544
17,January,2025,10,21,18,AM,657,863,4264,-1212,16364,213,756,96,2710
17,January,2025,10,21,19,AM,663,866,4296,-1192,16348,213,774,92,2544
17,January,2025,10,21,20,AM,694,856,4248,-1160,16376,204,770,95,2555
17,January,2025,10,21,21,AM,692,865,4256,-1132,16368,217,753,96,2557
17,January,2025,10,21,22,AM,673,888,4284,-1140,16308,198,793,95,2559
17,January,2025,10,21,23,AM,663,869,4292,-1148,16332,206,767,96,2544
17,January,2025,10,21,24,AM,711,917,4340,-1200,16328,198,761,102,2559
17,January,2025,10,21,25,AM,665,858,4212,-1120,16316,205,770,98,2538
17,January,2025,10,21,26,AM,659,878,4276,-1200,16376,223,778,89,2604
17,January,2025,10,21,28,AM,665,868,4280,-1172,16412,213,748,83,2591
17,January,2025,10,21,29,AM,684,861,4292,-1128,16292,206,754,93,2544
17,January,2025,10,21,30,AM,687,828,4304,-1128,16420,204,772,82,2634
17,January,2025,10,21,31,AM,663,866,4320,-1144,16356,209,774,92,2559
17,January,2025,10,21,32,AM,669,865,4280,-1176,16304,223,773,102,2551
17,January,2025,10,21,33,AM,678,856,4332,-1164,16424,202,777,99,2542
17,January,2025,10,21,34,AM,676,875,4360,-1216,16380,199,768,71,2559
17,January,2025,10,21,35,AM,683,886,4320,-1172,16376,224,786,91,2559
17,January,2025,10,21,36,AM,674,858,4332,-1156,16372,216,775,75,2545
17,January,2025,10,21,37,AM,669,851,4232,-1112,16268,211,772,88,2548
17,January,2025,10,21,38,AM,659,849,4212,-1216,16312,214,782,78,2535
17,January,2025,10,21,39,AM,633,864,4236,-1100,16256,205,756,97,2545
17,January,2025,10,21,40,AM,668,839,4288,-1136,16388,205,748,92,2558
17,January,2025,10,21,41,AM,678,865,4256,-1152,16324,227,766,96,2550
17,January,2025,10,21,42,AM,682,861,4248,-1140,16324,201,732,116,2551
17,January,2025,10,21,43,AM,700,908,4284,-1168,16284,208,793,100,2554
17,January,2025,10,21,45,AM,666,851,4308,-1184,16320,213,757,87,2545
17,January,2025,10,21,46,AM,642,785,4388,-1168,16212,268,544,93,2544
17,January,2025,10,21,47,AM,668,850,4272,-1228,16396,216,734,84,2545
17,January,2025,10,21,48,AM,682,861,4404,-1128,16296,201,748,72,2554
17,January,2025,10,21,49,AM,646,860,4316,-1128,16308,209,781,107,2559
17,January,2025,10,21,50,AM,671,873,4280,-1156,16364,200,764,87,2545
17,January,2025,10,21,51,AM,658,860,4296,-1188,16308,199,754,102,2559
17,January,2025,10,21,52,AM,684,898,4252,-1128,16308,212,771,81,2559
17,January,2025,10,21,53,AM,671,915,4296,-1196,16368,198,760,99,2545
17,January,2025,10,21,54,AM,690,914,4248,-1068,16316,207,778,81,2548
17,January,2025,10,21,55,AM,648,839,4252,-1172,16304,201,751,120,2548
17,January,2025,10,21,56,AM,646,868,4316,-1228,16340,212,774,85,2545
17,January,2025,10,21,57,AM,656,847,4300,-1104,16296,204,771,79,2549
17,January,2025,10,21,58,AM,691,848,4260,-1160,16368,220,758,89,2540
17,January,2025,10,21,59,AM,661,846,4328,-1164,16328,212,751,94,2559
17,January,2025,10,22,00,AM,676,881,4284,-1156,16276,212,759,91,2557
17,January,2025,10,22,02,AM,698,915,4228,-1120,16340,216,774,99,2544
17,January,2025,10,22,03,AM,663,860,4236,-1120,16380,211,759,97,2627
17,January,2025,10,22,04,AM,639,862,4268,-1140,16340,202,765,117,2545
17,January,2025,10,22,05,AM,660,866,4296,-1108,16368,214,802,82,2518
17,January,2025,10,22,06,AM,663,880,4272,-1196,16332,219,775,84,2557
17,January,2025,10,22,07,AM,670,867,4352,-1236,16384,206,779,104,2542
17,January,2025,10,22,08,AM,672,900,4268,-1104,16308,201,756,93,2288
17,January,2025,10,22,09,AM,692,907,4324,-1156,16376,211,782,94,2538
17,January,2025,10,22,10,AM,683,834,4280,-1120,16348,209,748,113,2535
17,January,2025,10,22,11,AM,658,823,4212,-1184,16300,229,765,79,2542
17,January,2025,10,22,12,AM,650,863,4324,-1140,16312,205,762,108,2494
17,January,2025,10,22,13,AM,670,860,4276,-1172,16352,225,751,90,2559
17,January,2025,10,22,14,AM,667,869,4352,-1200,16336,198,735,90,2559
17,January,2025,10,22,15,AM,684,867,4284,-1124,16344,216,729,107,2537
17,January,2025,10,22,16,AM,684,904,4276,-1160,16348,211,734,89,2559
17,January,2025,10,22,17,AM,666,860,4260,-1132,16348,216,752,105,2547
17,January,2025,10,22,19,AM,638,852,4296,-1180,16396,223,761,106,2539
17,January,2025,10,22,20,AM,650,850,4288,-1188,16320,207,752,101,2613
17,January,2025,10,22,21,AM,688,841,4308,-1224,16320,197,760,77,2614
17,January,2025,10,22,22,AM,661,863,4268,-1168,16324,231,767,108,2469
17,January,2025,10,22,23,AM,683,867,4304,-1152,16352,231,764,65,2626
17,January,2025,10,22,24,AM,667,856,4292,-1164,16340,225,766,97,2559
17,January,2025,10,22,25,AM,656,867,4232,-1164,16392,201,761,96,2556
17,January,2025,10,22,26,AM,657,818,4284,-1192,16336,209,795,84,2556
17,January,2025,10,22,27,AM,666,869,4300,-1176,16340,197,773,93,2551
17,January,2025,10,22,28,AM,689,842,4432,-1184,16364,223,765,86,2543
17,January,2025,10,22,29,AM,640,865,4276,-1160,16328,202,764,77,2535
17,January,2025,10,22,30,AM,662,858,4300,-1164,16356,213,747,74,2535
17,January,2025,10,22,31,AM,674,870,4296,-1240,16368,203,741,83,2581
17,January,2025,10,22,32,AM,679,908,4268,-1132,16384,216,770,66,2497
17,January,2025,10,22,33,AM,662,876,4280,-1124,16360,215,764,81,2544
17,January,2025,10,22,34,AM,665,840,4256,-1176,16420,229,743,90,2507
17,January,2025,10,22,36,AM,674,858,4304,-1152,16360,227,761,84,2559
17,January,2025,10,22,37,AM,692,821,4164,-1184,16336,235,791,67,2537
17,January,2025,10,22,38,AM,704,859,4304,-1216,16364,229,779,86,2544
17,January,2025,10,22,39,AM,676,868,4220,-1160,16308,201,768,59,2551
17,January,2025,10,22,40,AM,671,872,4324,-1116,16384,229,775,83,2559
17,January,2025,10,22,41,AM,697,908,4308,-1128,16312,208,778,95,2559
17,January,2025,10,22,42,AM,687,901,4280,-1124,16344,194,768,101,2551
17,January,2025,10,22,43,AM,676,793,4268,-1156,16312,217,748,83,2559
17,January,2025,10,22,44,AM,653,841,4344,-1232,16432,215,765,112,2544
17,January,2025,10,22,45,AM,681,867,4208,-1100,16340,209,754,105,2537
17,January,2025,10,22,46,AM,660,860,4276,-1180,16348,222,769,93,2559
17,January,2025,10,22,47,AM,678,866,4304,-1168,16332,214,749,75,2518
17,January,2025,10,22,48,AM,659,849,4312,-1196,16428,220,763,88,2522
17,January,2025,10,22,50,AM,671,883,4284,-1140,16340,204,757,100,2535
17,January,2025,10,22,51,AM,644,867,4304,-1144,16340,207,764,89,2540
17,January,2025,10,22,52,AM,675,868,4256,-1136,16320,217,762,103,2558
17,January,2025,10,22,53,AM,672,859,4292,-1188,16292,211,769,91,2550
17,January,2025,10,22,54,AM,660,857,4256,-1152,16316,197,767,108,2559
17,January,2025,10,22,55,AM,674,900,4284,-1120,16280,205,764,80,2559
17,January,2025,10,22,56,AM,655,879,4304,-1088,16304,215,771,114,2503
17,January,2025,10,22,57,AM,667,861,4264,-1108,16328,204,764,87,2547
17,January,2025,10,22,58,AM,671,865,4240,-1188,16380,215,747,103,2477
17,January,2025,10,22,59,AM,674,836,4272,-1120,16300,212,781,81,2542
17,January,2025,10,23,00,AM,638,881,4252,-1144,16320,207,763,99,2545
17,January,2025,10,23,01,AM,679,875,4240,-1188,16272,204,750,80,2559
17,January,2025,10,23,02,AM,680,863,4292,-1216,16368,194,758,87,2559
17,January,2025,10,23,03,AM,667,865,4332,-1208,16352,195,757,88,2559
17,January,2025,10,23,04,AM,686,888,4224,-1144,16424,212,758,97,2555
17,January,2025,10,23,05,AM,688,796,4252,-1176,16372,208,761,100,2522
17,January,2025,10,23,07,AM,679,846,4248,-1140,16312,222,767,85,2542
17,January,2025,10,23,08,AM,660,870,4316,-1108,16364,192,771,100,2540
17,January,2025,10,23,09,AM,671,868,4256,-1160,16356,216,771,80,2545
17,January,2025,10,23,10,AM,675,866,4316,-1160,16328,207,783,75,2555
17,January,2025,10,23,11,AM,668,873,4212,-1172,16320,217,771,89,2559
17,January,2025,10,23,12,AM,704,834,4288,-1176,16352,198,772,69,2559
17,January,2025,10,23,13,AM,677,873,4332,-1216,16332,205,747,103,2608
17,January,2025,10,23,14,AM,682,887,4296,-1192,16344,220,754,92,2559
17,January,2025,10,23,15,AM,692,904,4260,-1092,16300,221,746,87,2498
17,January,2025,10,23,16,AM,659,876,4364,-1164,16380,220,756,76,2443
17,January,2025,10,23,17,AM,687,823,4300,-1140,16352,208,773,85,2544
17,January,2025,10,23,18,AM,671,835,4300,-1140,16344,204,763,101,2544
17,January,2025,10,23,19,AM,669,854,4256,-1208,16316,229,769,77,2549
17,January,2025,10,23,20,AM,658,870,4248,-1104,16392,210,757,76,2544
17,January,2025,10,23,21,AM,669,844,4200,-1144,16344,209,792,132,2559
17,January,2025,10,23,22,AM,663,853,4256,-1200,16416,205,749,96,2555
17,January,2025,10,23,24,AM,649,859,4312,-1180,16396,213,743,110,2554
17,January,2025,10,23,25,AM,676,859,4360,-1172,16380,209,750,72,2559
17,January,2025,10,23,26,AM,683,858,4248,-1160,16308,210,755,90,2597
17,January,2025,10,23,27,AM,657,854,4256,-1180,16312,205,763,74,2554
17,January,2025,10,23,28,AM,682,874,4288,-1180,16360,219,777,69,2593
17,January,2025,10,23,29,AM,683,865,4272,-1160,16384,201,763,73,2529
17,January,2025,10,23,30,AM,670,871,4328,-1156,16308,185,774,88,2559
17,January,2025,10,23,31,AM,678,855,4288,-1192,16348,225,775,98,2525
17,January,2025,10,23,32,AM,662,890,4256,-1148,16308,179,773,84,2559
17,January,2025,10,23,33,AM,698,884,4252,-1152,16376,185,776,64,2582
17,January,2025,10,23,34,AM,687,869,4252,-1280,16352,214,766,91,2559
17,January,2025,10,23,35,AM,697,956,4296,-1116,16536,221,783,100,2498
17,January,2025,10,23,36,AM,675,1103,4240,-1184,16320,223,775,108,2530
17,January,2025,10,23,37,AM,671,1001,4292,-1108,16364,215,684,78,2537
17,January,2025,10,23,38,AM,685,959,4312,-1068,16344,212,767,97,2416
17,January,2025,10,23,39,AM,668,847,4232,-1100,16424,202,686,101,2559
17,January,2025,10,23,41,AM,675,937,4240,-1092,16328,199,824,103,2512
17,January,2025,10,23,42,AM,671,852,4184,-1416,16356,211,758,75,2537
17,January,2025,10,23,43,AM,693,844,4120,-1372,16388,222,781,100,2528
17,January,2025,10,23,44,AM,644,861,4224,-1336,16252,215,760,93,2559
17,January,2025,10,23,45,AM,644,858,4196,-1352,16368,216,744,104,2559
17,January,2025,10,23,46,AM,660,848,4164,-1472,16404,215,762,89,2497
17,January,2025,10,23,47,AM,652,866,4136,-1432,16412,210,752,85,2559
17,January,2025,10,23,48,AM,694,851,4172,-1356,16364,221,761,89,2535
17,January,2025,10,23,49,AM,669,860,4192,-1380,16364,202,767,84,2543
17,January,2025,10,23,50,AM,672,854,4124,-1372,16356,209,781,93,2559
17,January,2025,10,23,51,AM,673,881,4176,-1424,16308,180,773,100,2559
17,January,2025,10,23,52,AM,667,914,4184,-1444,16368,198,782,102,2545
17,January,2025,10,23,53,AM,692,900,4148,-1400,16340,211,730,106,2495
17,January,2025,10,23,54,AM,687,862,4140,-1404,16368,200,759,88,2546
17,January,2025,10,23,55,AM,669,850,4172,-1416,16324,226,744,108,2544
17,January,2025,10,23,56,AM,673,863,4252,-1456,16348,211,764,84,2544
17,January,2025,10,23,58,AM,689,847,4256,-1460,16288,235,766,94,2559
17,January,2025,10,23,59,AM,679,837,4164,-1480,16368,198,736,77,2646
17,January,2025,10,24,00,AM,691,822,4124,-1380,16392,234,753,97,2554
17,January,2025,10,24,01,AM,675,857,4204,-1448,16348,211,759,90,2523
17,January,2025,10,24,02,AM,666,856,4196,-1388,16404,212,753,69,2550
17,January,2025,10,24,03,AM,669,862,4184,-1348,16356,212,782,87,2543
17,January,2025,10,24,04,AM,674,862,4160,-1364,16356,225,751,97,2537
17,January,2025,10,24,05,AM,683,856,4196,-1404,16376,202,763,93,2549
17,January,2025,10,24,06,AM,662,862,4192,-1464,16388,207,756,111,2544
17,January,2025,10,24,07,AM,665,834,4136,-1484,16296,206,774,104,2556
17,January,2025,10,24,08,AM,688,843,4128,-1400,16332,209,762,84,2523
17,January,2025,10,24,09,AM,665,883,4232,-1480,16332,205,745,93,2557
17,January,2025,10,24,10,AM,685,863,4204,-1452,16380,212,757,85,2496
17,January,2025,10,24,11,AM,663,858,4160,-1364,16372,190,766,100,2544
17,January,2025,10,24,12,AM,683,819,4088,-1444,16360,203,766,88,2550
17,January,2025,10,24,13,AM,677,831,4168,-1364,16320,304,730,58,2483
17,January,2025,10,24,15,AM,649,857,4124,-1464,16352,205,768,99,2544
17,January,2025,10,24,16,AM,650,865,4196,-1484,16316,224,771,90,2546
17,January,2025,10,24,17,AM,660,852,4096,-1384,16328,196,785,92,2548
17,January,2025,10,24,18,AM,639,877,4184,-1472,16312,198,790,96,2559
17,January,2025,10,24,19,AM,670,858,4216,-1388,16352,206,734,96,2559
17,January,2025,10,24,20,AM,663,861,4208,-1484,16384,211,755,79,2559
17,January,2025,10,24,21,AM,674,859,4140,-1400,16360,209,761,110,2542
17,January,2025,10,24,22,AM,655,885,4196,-1404,16340,206,771,113,2533
17,January,2025,10,24,23,AM,666,842,4232,-1464,16392,220,783,102,2429
17,January,2025,10,24,24,AM,671,879,4184,-1364,16312,203,752,87,2547
17,January,2025,10,24,25,AM,686,868,4156,-1412,16300,189,810,93,2559
17,January,2025,10,24,26,AM,643,909,4120,-1480,16404,220,763,96,2544
17,January,2025,10,24,27,AM,677,902,4180,-1408,16320,202,811,96,2509
17,January,2025,10,24,28,AM,672,916,4144,-1440,16352,208,741,96,2610
17,January,2025,10,24,29,AM,695,908,4128,-1372,16372,216,792,89,2630
17,January,2025,10,24,30,AM,700,954,4148,-1440,16408,204,814,103,2610
17,January,2025,10,24,32,AM,665,918,4172,-1388,16332,211,758,97,2558
17,January,2025,10,24,33,AM,682,867,4132,-1452,16420,200,777,86,2544
17,January,2025,10,24,34,AM,633,861,4216,-1428,16324,196,750,85,2550
17,January,2025,10,24,35,AM,660,858,4212,-1452,16344,208,775,105,2544
17,January,2025,10,24,36,AM,657,876,4128,-1508,16324,207,763,89,2544
17,January,2025,10,24,37,AM,667,864,4164,-1396,16384,210,759,106,2554
17,January,2025,10,24,38,AM,693,891,4196,-1560,16384,204,774,94,2531
17,January,2025,10,24,39,AM,685,895,4152,-1452,16356,215,755,89,2544
17,January,2025,10,24,40,AM,663,795,4172,-1404,16344,214,763,88,2516
17,January,2025,10,24,41,AM,678,815,4188,-1484,16388,224,775,100,2530
17,January,2025,10,24,42,AM,695,864,4160,-1516,16304,209,755,97,2585
17,January,2025,10,24,43,AM,669,850,4172,-1488,16336,187,752,97,2602
17,January,2025,10,24,44,AM,661,873,4156,-1472,16292,214,766,101,2547
17,January,2025,10,24,45,AM,694,864,4168,-1432,16392,212,779,106,2483
17,January,2025,10,24,46,AM,672,862,4144,-1436,16360,201,775,72,2550
17,January,2025,10,24,47,AM,699,921,4152,-1452,16436,190,759,98,2533
17,January,2025,10,24,49,AM,651,826,4196,-1512,16344,208,771,91,2533
17,January,2025,10,24,50,AM,672,870,4184,-1432,16284,215,773,106,2486
17,January,2025,10,24,51,AM,679,850,4164,-1408,16344,203,804,93,2553
17,January,2025,10,24,52,AM,667,858,4144,-1428,16312,204,761,87,2531
17,January,2025,10,24,53,AM,671,866,4192,-1460,16404,217,764,95,2543
17,January,2025,10,24,54,AM,666,863,4196,-1480,16360,218,739,59,2544
17,January,2025,10,24,55,AM,681,867,4132,-1416,16272,200,783,103,2556
17,January,2025,10,24,56,AM,672,872,4196,-1424,16388,207,764,82,2544
17,January,2025,10,24,57,AM,663,870,4112,-1456,16368,187,753,90,2507
17,January,2025,10,24,58,AM,678,885,4168,-1456,16412,207,763,109,2548
17,January,2025,10,24,59,AM,683,890,4144,-1488,16328,207,768,87,2539
17,January,2025,10,25,00,AM,680,857,4184,-1464,16380,205,754,111,2507
17,January,2025,10,25,01,AM,648,852,4188,-1416,16356,217,761,82,2557
17,January,2025,10,25,02,AM,696,884,4148,-1456,16376,219,749,97,2535
17,January,2025,10,25,03,AM,653,830,4228,-1420,16408,201,771,87,2547
17,January,2025,10,25,04,AM,675,832,4108,-1396,16372,202,736,91,2559
17,January,2025,10,25,06,AM,680,853,4144,-1360,16364,217,753,105,2557
17,January,2025,10,25,07,AM,688,819,4172,-1480,16420,207,783,95,2538
17,January,2025,10,25,08,AM,651,868,4164,-1452,16384,213,770,77,2502
17,January,2025,10,25,09,AM,711,864,4184,-1472,16364,208,765,97,2549
17,January,2025,10,25,10,AM,664,848,4140,-1428,16380,204,750,70,2608
17,January,2025,10,25,11,AM,671,873,4104,-1488,16412,208,777,73,2559
17,January,2025,10,25,12,AM,698,861,4168,-1476,16312,226,765,90,2511
17,January,2025,10,25,13,AM,672,873,4168,-1448,16352,210,747,92,2540
17,January,2025,10,25,14,AM,644,776,4156,-1428,16340,208,755,86,2543
17,January,2025,10,25,15,AM,690,825,4180,-1420,16312,203,774,110,2397
17,January,2025,10,25,16,AM,667,833,4208,-1480,16376,213,778,103,2522
17,January,2025,10,25,17,AM,672,855,4212,-1484,16320,207,780,93,2527
17,January,2025,10,25,18,AM,683,868,4116,-1432,16344,197,763,92,2550
17,January,2025,10,25,19,AM,684,885,4228,-1448,16440,210,787,80,2609
17,January,2025,10,25,20,AM,652,874,4144,-1432,16268,210,754,82,2553
17,January,2025,10,25,21,AM,686,882,4232,-1444,16384,205,746,62,2535
17,January,2025,10,25,23,AM,647,854,4184,-1444,16340,207,766,93,2526
17,January,2025,10,25,24,AM,656,852,4136,-1508,16356,218,747,117,2559
17,January,2025,10,25,25,AM,681,842,4192,-1392,16412,205,760,91,2544
17,January,2025,10,25,26,AM,681,862,4168,-1484,16336,219,754,99,2550
17,January,2025,10,25,27,AM,689,917,4224,-1492,16332,194,761,102,2512
17,January,2025,10,25,28,AM,651,833,4204,-1488,16308,201,780,99,2532
17,January,2025,10,25,29,AM,644,859,4144,-1404,16364,232,748,83,2599
17,January,2025,10,25,30,AM,656,845,4148,-1416,16368,202,755,81,2559
17,January,2025,10,25,31,AM,702,852,4136,-1444,16372,207,794,85,2532
17,January,2025,10,25,32,AM,666,858,4164,-1460,16392,234,755,94,2583
17,January,2025,10,25,33,AM,678,880,4184,-1436,16328,222,779,90,2548
17,January,2025,10,25,34,AM,669,852,4172,-1460,16356,219,776,82,2503
17,January,2025,10,25,35,AM,666,882,4140,-1468,16428,209,764,108,2551
17,January,2025,10,25,36,AM,668,841,4144,-1388,16388,214,759,93,2559
17,January,2025,10,25,37,AM,683,863,4212,-1404,16404,201,766,90,2546
17,January,2025,10,25,38,AM,698,874,4160,-1376,16352,204,762,94,2544
17,January,2025,10,25,40,AM,665,860,4216,-1488,16292,224,782,96,2373
17,January,2025,10,25,41,AM,670,894,4152,-1464,16348,215,779,91,2541
17,January,2025,10,25,42,AM,682,858,4160,-1488,16304,212,758,90,2526
17,January,2025,10,25,43,AM,676,832,4208,-1504,16376,216,752,84,2543
17,January,2025,10,25,44,AM,650,866,4208,-1404,16340,200,759,84,2551
17,January,2025,10,25,45,AM,662,832,4088,-1412,16364,215,764,103,2512
17,January,2025,10,25,46,AM,678,854,4180,-1448,16392,209,755,98,2483
17,January,2025,10,25,47,AM,689,863,4168,-1388,16332,193,758,90,2493
17,January,2025,10,25,48,AM,663,864,4196,-1448,16324,193,792,92,2544
17,January,2025,10,25,49,AM,676,825,4136,-1488,16376,230,790,102,2614
17,January,2025,10,25,50,AM,673,845,4164,-1420,16328,222,760,106,2544
17,January,2025,10,25,51,AM,664,852,4184,-1416,16404,204,755,98,2558
17,January,2025,10,25,52,AM,663,859,4204,-1444,16352,215,787,98,2559
17,January,2025,10,25,53,AM,649,865,4172,-1464,16368,216,746,90,2583
17,January,2025,10,25,54,AM,639,849,4164,-1464,16364,210,772,81,2539
17,January,2025,10,25,56,AM,697,834,4152,-1464,16372,218,766,97,2542
17,January,2025,10,25,57,AM,683,863,4192,-1484,16400,202,759,109,2541
17,January,2025,10,25,58,AM,677,858,4152,-1412,16348,227,753,83,2559
17,January,2025,10,25,59,AM,675,865,4188,-1428,16336,196,748,86,2544
17,January,2025,10,26,00,AM,655,817,4136,-1420,16328,224,767,85,2727
17,January,2025,10,26,01,AM,654,867,4224,-1428,16384,214,781,85,2599
17,January,2025,10,26,02,AM,662,837,4128,-1428,16284,211,759,111,2583
17,January,2025,10,26,03,AM,670,865,4180,-1440,16332,218,758,92,2559
17,January,2025,10,26,04,AM,681,851,4192,-1416,16376,216,739,78,2545
17,January,2025,10,26,05,AM,673,874,4156,-1500,16360,209,761,72,2554
17,January,2025,10,26,06,AM,667,898,4152,-1508,16380,216,767,83,2546
17,January,2025,10,26,07,AM,660,859,4168,-1432,16384,213,783,92,2559
17,January,2025,10,26,08,AM,663,887,4220,-1412,16352,216,745,99,2530
17,January,2025,10,26,09,AM,643,843,4216,-1456,16352,196,776,93,2661
17,January,2025,10,26,10,AM,673,859,4112,-1440,16368,209,758,91,2523
17,January,2025,10,26,11,AM,660,863,4156,-1424,16352,198,765,94,2545
17,January,2025,10,26,13,AM,683,898,4136,-1464,16296,212,764,98,2558
17,January,2025,10,26,14,AM,679,848,4184,-1468,16360,208,771,96,2559
17,January,2025,10,26,15,AM,676,871,4212,-1456,16404,212,789,104,2535
17,January,2025,10,26,16,AM,644,863,4200,-1444,16308,204,772,100,2523
17,January,2025,10,26,17,AM,649,835,4216,-1536,16360,201,739,93,2475
17,January,2025,10,26,18,AM,666,859,4128,-1460,16408,202,737,94,2555
17,January,2025,10,26,19,AM,685,836,4224,-1404,16340,232,751,90,2547
17,January,2025,10,26,20,AM,670,863,4068,-1424,16420,208,757,83,2538
17,January,2025,10,26,21,AM,666,865,4184,-1436,16384,228,767,90,2608
17,January,2025,10,26,22,AM,674,831,4136,-1492,16348,190,761,90,2509
17,January,2025,10,26,23,AM,675,869,4212,-1484,16368,214,758,111,2538
17,January,2025,10,26,24,AM,670,845,4188,-1492,16392,202,780,93,2547
17,January,2025,10,26,25,AM,667,847,4184,-1380,16416,216,781,87,2544
17,January,2025,10,26,26,AM,662,843,4164,-1468,16380,203,788,75,2549
17,January,2025,10,26,27,AM,671,857,4176,-1412,16364,220,774,64,2550
17,January,2025,10,26,28,AM,665,860,4172,-1440,16376,201,765,96,2559
17,January,2025,10,26,30,AM,666,848,4176,-1432,16336,219,759,79,2559
17,January,2025,10,26,31,AM,691,872,4208,-1448,16288,204,740,102,2555
17,January,2025,10,26,32,AM,677,858,4172,-1432,16348,198,758,109,2542
